Candidate Name,Party Name,Office Name,Town Name,Vote Totals,Local District
Simmons and Dow,Write In,Presidential Electors for,Fairfield,0,Holland Hill School
Simmons and Roze,Write In,Presidential Electors for,Fairfield,0,Holland Hill School
Weinstein and Weinstein,Write In,Presidential Electors for,Fairfield,0,Holland Hill School
Wells and Wells,Write In,Presidential Electors for,Fairfield,0,Holland Hill School
West and Tidball,Write In,Presidential Electors for,Fairfield,0,Holland Hill School
Biden and Harris,Democratic Party,Presidential Electors for,Fairfield,1920,McKinley School
Trump and Pence,Republican Party,Presidential Electors for,Fairfield,1080,McKinley School
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Fairfield,24,McKinley School
Hawkins and Walker,Green Party,Presidential Electors for,Fairfield,13,McKinley School
Carroll and Patel,Write In,Presidential Electors for,Fairfield,0,McKinley School
Charles and Wallace,Write In,Presidential Electors for,Fairfield,0,McKinley School
De La Fuenta and Richardson,Write In,Presidential Electors for,Fairfield,0,McKinley School
Howard and Howard,Write In,Presidential Electors for,Fairfield,0,McKinley School
Klojzy and LeMay,Write In,Presidential Electors for,Fairfield,0,McKinley School
Simmons and Dow,Write In,Presidential Electors for,Fairfield,0,McKinley School
Simmons and Roze,Write In,Presidential Electors for,Fairfield,0,McKinley School
Weinstein and Weinstein,Write In,Presidential Electors for,Fairfield,0,McKinley School
Wells and Wells,Write In,Presidential Electors for,Fairfield,0,McKinley School
West and Tidball,Write In,Presidential Electors for,Fairfield,1,McKinley School
Biden and Harris,Democratic Party,Presidential Electors for,Fairfield,2607,Mill Hill School
Trump and Pence,Republican Party,Presidential Electors for,Fairfield,1289,Mill Hill School
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Fairfield,49,Mill Hill School
Hawkins and Walker,Green Party,Presidential Electors for,Fairfield,16,Mill Hill School
Carroll and Patel,Write In,Presidential Electors for,Fairfield,0,Mill Hill School
Charles and Wallace,Write In,Presidential Electors for,Fairfield,0,Mill Hill School
De La Fuenta and Richardson,Write In,Presidential Electors for,Fairfield,0,Mill Hill School
Howard and Howard,Write In,Presidential Electors for,Fairfield,0,Mill Hill School
Klojzy and LeMay,Write In,Presidential Electors for,Fairfield,0,Mill Hill School
Simmons and Dow,Write In,Presidential Electors for,Fairfield,0,Mill Hill School
Simmons and Roze,Write In,Presidential Electors for,Fairfield,0,Mill Hill School
Weinstein and Weinstein,Write In,Presidential Electors for,Fairfield,0,Mill Hill School
Wells and Wells,Write In,Presidential Electors for,Fairfield,0,Mill Hill School
West and Tidball,Write In,Presidential Electors for,Fairfield,0,Mill Hill School
Biden and Harris,Democratic Party,Presidential Electors for,Fairfield,2499,Sherman School
Trump and Pence,Republican Party,Presidential Electors for,Fairfield,1217,Sherman School
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Fairfield,45,Sherman School
Hawkins and Walker,Green Party,Presidential Electors for,Fairfield,13,Sherman School
Carroll and Patel,Write In,Presidential Electors for,Fairfield,0,Sherman School
Charles and Wallace,Write In,Presidential Electors for,Fairfield,0,Sherman School
De La Fuenta and Richardson,Write In,Presidential Electors for,Fairfield,0,Sherman School
Howard and Howard,Write In,Presidential Electors for,Fairfield,0,Sherman School
Klojzy and LeMay,Write In,Presidential Electors for,Fairfield,0,Sherman School
Simmons and Dow,Write In,Presidential Electors for,Fairfield,0,Sherman School
Simmons and Roze,Write In,Presidential Electors for,Fairfield,0,Sherman School
Weinstein and Weinstein,Write In,Presidential Electors for,Fairfield,0,Sherman School
Wells and Wells,Write In,Presidential Electors for,Fairfield,0,Sherman School
West and Tidball,Write In,Presidential Electors for,Fairfield,2,Sherman School
Biden and Harris,Democratic Party,Presidential Electors for,Fairfield,2035,St Pius School
Trump and Pence,Republican Party,Presidential Electors for,Fairfield,1251,St Pius School
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Fairfield,35,St Pius School
Hawkins and Walker,Green Party,Presidential Electors for,Fairfield,6,St Pius School
Carroll and Patel,Write In,Presidential Electors for,Fairfield,0,St Pius School
Charles and Wallace,Write In,Presidential Electors for,Fairfield,0,St Pius School
De La Fuenta and Richardson,Write In,Presidential Electors for,Fairfield,0,St Pius School
Howard and Howard,Write In,Presidential Electors for,Fairfield,0,St Pius School
Klojzy and LeMay,Write In,Presidential Electors for,Fairfield,0,St Pius School
Simmons and Dow,Write In,Presidential Electors for,Fairfield,0,St Pius School
Simmons and Roze,Write In,Presidential Electors for,Fairfield,0,St Pius School
Weinstein and Weinstein,Write In,Presidential Electors for,Fairfield,0,St Pius School
Wells and Wells,Write In,Presidential Electors for,Fairfield,0,St Pius School
West and Tidball,Write In,Presidential Electors for,Fairfield,1,St Pius School
Biden and Harris,Democratic Party,Presidential Electors for,Fairfield,2652,Stratfield School
Trump and Pence,Republican Party,Presidential Electors for,Fairfield,1097,Stratfield School
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Fairfield,41,Stratfield School
Hawkins and Walker,Green Party,Presidential Electors for,Fairfield,14,Stratfield School
Carroll and Patel,Write In,Presidential Electors for,Fairfield,0,Stratfield School
Charles and Wallace,Write In,Presidential Electors for,Fairfield,0,Stratfield School
De La Fuenta and Richardson,Write In,Presidential Electors for,Fairfield,0,Stratfield School
Howard and Howard,Write In,Presidential Electors for,Fairfield,0,Stratfield School
Klojzy and LeMay,Write In,Presidential Electors for,Fairfield,0,Stratfield School
Simmons and Dow,Write In,Presidential Electors for,Fairfield,0,Stratfield School
Simmons and Roze,Write In,Presidential Electors for,Fairfield,0,Stratfield School
Weinstein and Weinstein,Write In,Presidential Electors for,Fairfield,0,Stratfield School
Wells and Wells,Write In,Presidential Electors for,Fairfield,0,Stratfield School
West and Tidball,Write In,Presidential Electors for,Fairfield,0,Stratfield School
Biden and Harris,Democratic Party,Presidential Electors for,Farmington,2722,Community Center - District 2 Precinct 6
Trump and Pence,Republican Party,Presidential Electors for,Farmington,1912,Community Center - District 2 Precinct 6
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Farmington,63,Community Center - District 2 Precinct 6
Hawkins and Walker,Green Party,Presidential Electors for,Farmington,10,Community Center - District 2 Precinct 6
Carroll and Patel,Write In,Presidential Electors for,Farmington,0,Community Center - District 2 Precinct 6
Charles and Wallace,Write In,Presidential Electors for,Farmington,0,Community Center - District 2 Precinct 6
De La Fuenta and Richardson,Write In,Presidential Electors for,Farmington,0,Community Center - District 2 Precinct 6
Howard and Howard,Write In,Presidential Electors for,Farmington,0,Community Center - District 2 Precinct 6
Klojzy and LeMay,Write In,Presidential Electors for,Farmington,0,Community Center - District 2 Precinct 6
Simmons and Dow,Write In,Presidential Electors for,Farmington,0,Community Center - District 2 Precinct 6
Simmons and Roze,Write In,Presidential Electors for,Farmington,0,Community Center - District 2 Precinct 6
Weinstein and Weinstein,Write In,Presidential Electors for,Farmington,0,Community Center - District 2 Precinct 6
Wells and Wells,Write In,Presidential Electors for,Farmington,0,Community Center - District 2 Precinct 6
West and Tidball,Write In,Presidential Electors for,Farmington,2,Community Center - District 2 Precinct 6
Biden and Harris,Democratic Party,Presidential Electors for,Farmington,2328,Irving Robbins School - District 1 Precinct 1
Trump and Pence,Republican Party,Presidential Electors for,Farmington,1219,Irving Robbins School - District 1 Precinct 1
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Farmington,35,Irving Robbins School - District 1 Precinct 1
Hawkins and Walker,Green Party,Presidential Electors for,Farmington,15,Irving Robbins School - District 1 Precinct 1
Carroll and Patel,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 1
Charles and Wallace,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 1
De La Fuenta and Richardson,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 1
Howard and Howard,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 1
Klojzy and LeMay,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 1
Simmons and Dow,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 1
Simmons and Roze,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 1
Weinstein and Weinstein,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 1
Wells and Wells,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 1
West and Tidball,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 1
Biden and Harris,Democratic Party,Presidential Electors for,Farmington,106,Irving Robbins School - District 1 Precinct 2
Trump and Pence,Republican Party,Presidential Electors for,Farmington,65,Irving Robbins School - District 1 Precinct 2
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Farmington,5,Irving Robbins School - District 1 Precinct 2
Hawkins and Walker,Green Party,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 2
Carroll and Patel,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 2
Charles and Wallace,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 2
De La Fuenta and Richardson,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 2
Howard and Howard,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 2
Klojzy and LeMay,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 2
Simmons and Dow,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 2
Simmons and Roze,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 2
Weinstein and Weinstein,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 2
Wells and Wells,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 2
West and Tidball,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 2
Biden and Harris,Democratic Party,Presidential Electors for,Farmington,574,Irving Robbins School - District 1 Precinct 3
Trump and Pence,Republican Party,Presidential Electors for,Farmington,357,Irving Robbins School - District 1 Precinct 3
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Farmington,13,Irving Robbins School - District 1 Precinct 3
Hawkins and Walker,Green Party,Presidential Electors for,Farmington,5,Irving Robbins School - District 1 Precinct 3
Carroll and Patel,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 3
Charles and Wallace,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 3
De La Fuenta and Richardson,Write In,Presidential Electors for,Farmington,0,Irving Robbins School - District 1 Precinct 3
